,x_1,x_109,x_113,x_12,x_124,x_127,x_144,x_16,x_18,x_2,x_25,x_27,x_28,x_30,x_33,x_38,x_42,x_44,x_45,x_52,x_55,x_57,x_59,x_60,x_62,x_64,x_67,x_68,x_7,x_70,x_71,x_73,x_77,x_78,x_8,x_80,x_83,x_89,x_91,x_99,y
794,5009,1,0,503,13,-2,1,47,999,7,53,93,-35,0,49.07,0.13,29,570,-0.8,5,0.01,2.41,63,2,0.02,1,0,0.06,431,173,1,0.11,1045,29,247,0.35,180,0.02,-0.1,0.07,0
795,5228,1,6,267,89,1,5,18,999,2,28,94,-43,0,49.64,-0.4,6,1442,0.29,2,0.01,-0.3,106,0,0.01,0,1,0.06,266,129,0,0.11,459,22,236,-0.31,436,0.02,-0.1,0.07,0
796,4964,0,1,608,22,-1,1,10,999,0,27,95,-50,0,3.66,0.2,10,818,0.29,1,0.01,1.54,81,1,0.02,1,0,-0.05,670,239,1,0.11,1434,3,184,0.35,336,0.02,0.24,0.07,1
797,4992,1,1,371,61,-2,1,48,999,2,23,94,-40,1,36.6,0.2,29,1039,0.29,1,0.01,-0.3,108,2,0.01,0,0,-0.05,564,18,0,0.11,650,30,104,0.35,307,0.02,0.24,0.21,0
798,4992,1,5,934,64,-2,1,34,999,5,30,94,-38,0,14.19,-0.04,3,559,0.29,1,0.0,-0.08,32,1,0.02,0,0,0.03,688,69,0,0.11,1002,4,200,0.35,327,0.02,0.24,0.93,0
799,5099,1,5,471,93,-2,1,62,999,9,42,93,-46,1,23.22,-0.37,27,1412,0.29,1,0.01,-0.56,112,0,0.02,1,0,-0.05,23,91,0,0.11,762,3,172,-0.31,370,0.02,-0.1,-0.49,0
800,5228,0,6,885,25,1,5,3,999,10,38,94,-42,1,16.77,0.2,18,504,-0.8,2,0.01,0.19,151,0,0.01,1,0,-0.05,283,202,0,0.11,1055,23,190,-0.31,198,0.02,0.24,0.21,0
801,5099,0,0,46,69,-2,1,49,999,5,29,93,-47,1,9.12,0.2,17,1165,0.29,1,0.01,0.51,77,0,0.02,1,1,0.06,580,88,0,0.11,1226,2,245,-0.31,472,-0.07,-0.1,0.21,0
802,5099,1,0,948,15,-2,1,62,999,8,44,93,-46,1,20.43,-0.22,5,1137,0.29,1,0.01,-0.56,96,1,0.03,1,1,-0.05,481,133,1,0.11,1802,16,31,0.35,456,0.02,-0.1,-0.03,0
803,5228,1,6,761,71,1,5,51,999,7,59,93,-36,1,3.28,-0.04,24,1356,-0.8,2,-0.18,-0.08,134,0,0.01,1,1,0.03,507,88,1,0.11,1675,23,204,-0.31,206,-0.18,-0.1,0.9,0
804,5196,1,1,398,98,0,4,0,999,6,45,93,-42,1,0.41,-0.4,8,1240,0.29,3,0.01,-0.13,77,1,0.02,0,0,0.03,426,15,1,0.11,1110,33,165,0.35,54,0.02,0.24,-0.16,0
805,5228,0,5,920,35,1,5,22,999,6,51,94,-42,1,74.53,0.2,17,910,-0.8,1,0.0,0.19,57,0,0.0,1,1,0.03,737,27,0,-0.62,1239,8,93,-0.31,39,-0.07,-0.1,-0.16,0
806,5191,0,0,81,84,1,5,20,999,2,28,94,-36,0,0.21,-0.04,22,1338,-0.8,2,0.01,-0.56,108,0,0.02,1,0,0.06,431,144,1,0.11,565,3,114,-0.31,66,-0.07,-0.1,-0.21,0
807,5228,1,1,497,70,1,5,32,999,1,29,93,-36,1,55.67,0.2,4,979,0.29,2,0.01,-0.08,75,0,0.01,0,0,-0.05,720,70,1,0.11,1457,24,94,-0.31,283,-0.07,-0.1,0.07,0
808,5099,0,0,243,25,-2,1,42,999,1,28,93,-47,0,58.76,0.13,17,1014,0.29,2,0.01,0.51,6,1,0.01,1,1,0.03,411,83,1,0.11,847,16,477,0.35,226,0.02,0.24,0.07,0
809,5099,1,5,213,80,-2,1,58,999,6,29,93,-46,0,1.76,0.13,1,1175,0.29,2,0.01,-0.56,114,0,0.0,1,1,-0.05,119,80,1,0.11,1268,25,231,-0.31,157,0.02,0.24,0.07,0
810,5228,1,1,534,35,1,5,24,999,9,40,94,-42,0,22.56,-0.04,12,1151,-0.8,3,0.01,0.19,63,0,0.01,1,1,0.06,290,198,0,-0.62,1071,14,142,-0.31,211,0.02,0.24,0.21,0
811,5099,1,6,697,76,-2,1,27,999,8,43,93,-46,1,9.47,-0.22,27,621,0.29,2,0.01,-0.56,68,0,0.03,0,0,0.06,711,96,0,0.11,1406,22,221,-0.31,329,0.02,-0.1,-0.49,0
812,5228,0,1,401,72,1,5,7,999,6,54,94,-43,0,51.85,0.2,14,1022,0.29,1,0.0,-0.3,96,0,0.01,0,1,-0.01,760,236,1,0.11,1390,22,218,-0.31,142,-0.07,-0.1,-0.16,0
813,5099,1,5,643,23,-2,1,4,999,7,42,93,-46,1,31.63,0.2,3,1173,0.29,5,0.01,-0.56,121,0,0.03,1,1,0.06,488,91,1,0.11,1192,28,370,-0.31,428,0.02,-0.1,0.21,0
814,5099,0,1,962,42,-2,1,38,999,9,55,93,-46,0,0.47,-0.04,11,853,0.29,1,0.0,-0.56,124,1,0.03,1,1,0.06,255,75,0,0.11,529,15,336,0.35,265,0.02,-0.1,-0.21,0
815,5228,1,6,398,86,1,5,23,999,6,49,94,-43,0,29.81,-0.22,29,1601,0.29,1,0.0,-0.3,124,0,0.02,1,0,-0.05,735,132,0,-0.62,428,16,121,-0.31,25,0.02,0.24,-0.49,0
816,5228,1,1,705,31,1,5,56,999,1,52,93,-36,0,40.1,0.13,26,1748,0.29,3,0.01,-0.08,125,0,0.01,0,1,0.06,107,67,0,-0.62,1098,27,84,-0.31,165,-0.07,-0.1,-0.21,0
817,5228,1,6,108,47,1,5,65,999,8,32,93,-36,0,56.27,-0.04,16,1604,0.29,8,0.0,-0.08,130,0,0.0,0,1,-0.01,741,169,1,0.11,1420,33,52,-0.31,201,0.02,-0.1,0.21,0
818,5228,0,1,11,43,1,5,37,999,4,23,94,-43,0,12.0,0.2,27,737,-0.8,3,0.01,-0.3,88,0,0.01,0,0,0.06,966,81,0,0.11,303,25,69,-0.31,352,-0.07,0.24,0.21,0
819,5196,1,0,652,54,0,4,54,999,9,34,93,-42,1,39.14,0.13,24,997,0.29,7,0.01,-0.13,89,0,0.01,0,0,0.03,34,124,1,0.11,996,9,42,-0.31,307,-0.07,-0.1,0.07,0
820,5228,1,0,555,84,1,5,54,999,5,36,94,-43,1,39.49,-0.04,21,1731,0.29,3,0.0,-0.3,92,0,0.01,1,1,-0.05,867,72,0,0.11,964,6,98,-0.31,179,0.02,-0.1,-0.21,0
821,5228,1,0,64,19,1,5,55,999,9,54,93,-36,0,28.61,0.2,3,658,0.29,2,0.0,-0.08,78,0,0.01,1,0,0.03,878,227,1,-0.62,852,4,218,-0.31,221,0.02,0.24,0.21,0
822,5191,1,0,274,48,1,5,24,999,4,39,94,-36,0,14.27,-0.4,1,1129,-0.8,1,0.01,-0.56,146,0,0.01,1,1,0.03,960,91,0,0.11,1138,2,51,-0.31,54,0.02,-0.13,-0.21,0
823,4964,1,5,212,62,-1,1,2,999,4,50,94,-38,0,11.91,-0.22,18,1786,-0.8,1,0.0,1.72,20,0,0.03,1,0,-0.01,656,10,1,0.11,1388,22,57,-0.31,8,0.02,-0.13,-0.03,0
824,5076,1,0,967,1,-3,1,21,999,10,30,93,-41,1,4.55,-0.04,28,1561,0.29,2,0.01,0.19,93,0,0.03,0,1,0.06,484,173,1,0.11,337,20,181,-0.31,182,0.02,0.24,-0.21,1
825,5191,1,5,192,25,1,5,46,999,8,27,94,-36,1,11.16,-0.4,9,1289,-0.8,1,0.0,-0.56,158,0,0.01,0,0,0.03,696,146,1,0.11,1064,16,1170,-0.31,244,-0.07,-0.1,-0.49,0
826,5191,1,5,327,100,1,5,68,999,6,32,94,-36,1,29.4,0.2,27,1488,-0.8,4,0.01,-0.56,112,0,0.02,0,0,0.03,854,246,1,0.11,1230,16,147,-0.31,198,0.02,-0.13,0.21,0
827,5228,1,5,295,92,1,5,42,999,2,54,94,-42,1,75.54,0.2,19,607,-0.8,4,0.0,0.19,97,0,0.01,1,1,0.06,877,37,1,-0.62,337,19,71,-0.31,483,0.02,-0.1,0.07,0
828,5228,1,6,777,23,1,5,53,999,9,40,94,-43,0,32.18,-0.22,16,913,-0.8,1,-0.18,-0.3,115,0,0.01,1,1,-0.05,972,200,1,-0.62,688,7,135,-0.31,312,-0.18,-0.1,-0.49,0
829,5099,0,5,721,93,-2,1,12,999,4,50,93,-46,1,46.52,0.13,22,64,0.29,1,0.01,-0.56,38,1,0.02,0,1,0.03,141,211,0,-0.62,1975,9,157,0.35,210,0.02,-0.1,-0.49,0
830,5099,0,1,952,60,-2,1,16,999,2,35,93,-46,0,63.24,0.13,16,823,0.29,2,-0.18,-0.56,91,0,0.0,0,1,0.06,364,244,1,0.11,1760,29,146,-0.31,430,-0.18,0.24,0.07,0
831,4964,0,0,532,51,-1,1,40,999,6,26,94,-38,1,25.3,0.2,0,741,0.29,1,0.01,1.72,117,1,0.03,1,0,-0.01,88,171,0,0.11,936,29,355,0.35,446,0.02,0.24,0.21,0
832,5228,0,0,317,81,1,5,5,999,10,45,93,-36,1,64.82,0.2,15,1040,0.29,1,0.01,-0.08,151,0,0.02,0,0,-0.05,178,175,1,0.11,652,2,99,-0.31,31,0.02,0.24,0.21,0
833,5191,0,0,958,78,1,5,15,999,7,28,94,-36,1,31.14,-0.04,29,549,-0.8,1,0.0,-0.56,73,0,0.02,0,0,-0.01,253,193,0,0.11,782,9,180,-0.31,7,0.02,-0.1,0.07,0
834,5191,0,6,650,43,1,5,54,999,5,28,94,-36,0,8.37,-0.22,8,1834,-0.8,2,0.01,-0.56,12,0,0.02,1,1,0.06,963,44,0,0.11,850,20,101,-0.31,174,0.02,0.24,-0.49,0
835,5191,0,0,424,37,1,5,64,999,5,50,94,-36,1,81.97,0.13,22,1777,-0.8,2,0.0,-0.56,59,0,0.02,1,0,-0.01,242,234,0,0.11,1842,8,121,-0.31,423,0.02,-0.1,0.07,0
836,5228,0,1,432,30,1,5,16,999,5,31,94,-42,1,6.01,-0.37,30,770,-0.8,12,0.01,0.19,46,0,0.01,0,0,-0.01,792,130,1,0.11,124,31,55,-0.31,355,0.02,-0.1,-0.49,0
837,5228,0,6,768,84,1,5,67,999,1,34,93,-36,0,17.78,0.2,22,595,0.29,1,0.0,-0.08,180,0,0.01,0,1,-0.01,500,75,0,0.11,1375,30,114,-0.31,124,0.02,0.24,0.21,0
838,5228,0,1,913,85,1,5,27,999,3,56,94,-43,0,3.56,-0.22,14,1622,0.29,5,0.0,-0.3,48,0,0.01,1,0,-0.01,358,2,0,-0.62,927,1,368,-0.31,87,0.02,-0.1,-0.49,0
839,5228,1,6,341,80,1,5,18,999,7,29,94,-43,0,18.55,-0.22,16,1291,0.29,4,0.0,-0.3,179,0,0.02,0,1,-0.01,809,173,1,0.11,863,26,103,-0.31,479,0.02,-0.1,-0.66,0
840,5228,0,1,302,59,1,5,50,999,6,58,93,-36,0,2.03,0.2,2,725,0.29,2,0.0,-0.08,96,0,0.03,0,1,-0.05,910,17,1,0.11,1572,26,233,-0.31,3,0.02,-0.1,0.21,0
841,5099,1,5,674,40,-2,1,27,999,0,46,93,-46,0,44.75,-0.22,23,1515,0.29,3,0.0,-0.56,128,0,0.01,1,1,0.06,583,6,0,0.11,958,18,471,-0.31,374,0.02,-0.1,-0.49,0
842,5191,1,6,405,31,1,5,53,999,3,35,94,-36,1,8.17,-0.4,22,625,-0.8,1,0.0,-0.56,128,0,0.02,1,1,-0.01,773,213,0,0.11,1796,26,131,-0.31,447,-0.07,-0.13,-0.49,0
843,5099,1,1,953,64,-2,1,22,999,5,34,93,-46,0,28.65,0.2,3,1391,0.29,1,0.01,-0.56,151,0,0.0,0,1,0.03,636,191,0,-0.62,1061,5,281,-0.31,378,0.02,-0.1,-0.16,0
844,5099,1,1,518,9,-2,1,19,999,5,39,93,-47,0,14.87,-0.04,19,649,0.29,1,0.0,0.51,126,0,0.02,0,0,-0.01,499,17,0,0.11,614,20,297,-0.31,296,0.02,0.24,0.21,0
845,5196,1,1,504,32,0,4,40,999,2,40,93,-42,1,46.55,0.43,0,67,0.29,1,0.01,-0.13,125,1,0.0,1,0,0.03,826,47,1,0.11,812,20,165,0.35,444,0.02,-0.1,-0.16,0
846,5228,0,5,44,11,1,5,56,999,2,40,93,-36,1,39.03,0.2,15,1214,0.29,1,0.01,-0.08,45,0,0.0,0,0,-0.01,631,101,1,0.11,1780,14,117,-0.31,287,-0.07,-0.1,0.21,0
847,5228,1,5,470,16,1,5,42,999,1,54,94,-43,1,54.78,-0.22,14,731,0.29,5,0.01,-0.3,41,0,0.02,0,1,0.03,437,124,1,-0.62,1214,4,71,-0.31,481,-0.07,-0.1,-0.49,0
848,5076,1,5,962,14,-3,1,58,999,8,25,93,-41,1,4.66,0.2,20,1433,-0.8,2,0.0,0.19,133,0,0.01,0,0,0.06,525,4,1,0.11,1747,27,94,-0.31,380,0.02,0.24,0.21,0
849,5018,1,0,752,69,-3,1,24,999,3,40,92,-30,0,13.69,0.13,27,1057,0.29,3,0.01,1.72,78,0,0.02,1,1,-0.01,276,219,1,0.11,1880,21,155,-0.31,357,0.02,-0.1,0.56,0
850,5228,1,5,869,49,1,5,30,999,7,49,94,-42,1,59.43,-0.22,13,561,-0.8,3,0.0,0.19,67,0,0.03,1,0,0.03,641,103,1,-0.62,1083,9,67,-0.31,46,0.02,-0.1,-0.49,0
851,4964,1,6,681,72,-1,1,14,999,4,41,94,-38,0,50.83,0.43,27,1353,0.29,1,0.01,1.72,156,1,0.02,1,1,0.03,775,156,1,0.11,1288,15,228,0.35,112,0.02,-0.1,0.21,0
852,5228,1,6,655,54,1,5,18,999,5,32,94,-43,1,43.14,-0.04,6,1454,0.29,2,0.0,-0.3,90,0,0.0,1,0,0.06,228,2,0,0.11,1358,13,549,-0.31,172,0.02,-0.1,0.21,0
853,5228,0,1,527,93,1,5,29,999,4,44,94,-42,0,132.08,0.2,15,934,-0.8,2,0.0,0.19,94,0,0.03,1,1,-0.01,936,43,1,0.11,316,12,39,-0.31,133,0.02,-0.13,0.21,0
854,5228,1,6,95,67,1,5,53,999,2,41,94,-43,1,14.27,0.2,1,863,0.29,3,0.0,-0.3,109,0,0.02,0,0,0.06,606,169,1,0.11,1460,27,1360,-0.31,389,0.02,-0.1,0.21,1
855,5228,0,1,861,16,1,5,47,999,9,30,93,-36,0,36.57,0.2,28,962,0.29,2,0.01,-0.08,88,0,0.03,1,0,-0.01,126,96,0,0.11,124,17,433,-0.31,434,-0.07,0.24,0.07,0
856,5099,0,5,248,92,-2,1,65,999,5,27,93,-46,0,2.3,-0.4,4,1225,0.29,1,0.01,-0.56,123,0,0.0,0,0,-0.01,522,96,1,0.11,1033,31,352,-0.31,7,0.02,0.24,-0.49,0
857,5191,1,5,829,71,1,5,57,999,8,41,94,-36,1,49.85,-0.22,4,122,-0.8,3,0.01,-0.56,183,0,0.03,0,0,-0.05,614,17,0,0.11,637,26,152,-0.31,7,0.02,-0.1,-0.49,0
858,5099,0,0,865,84,-2,1,51,999,4,36,93,-46,1,3.21,-0.4,17,1594,-0.8,1,0.01,-0.56,110,1,0.01,1,1,-0.05,558,66,0,-0.62,1137,7,38,0.35,60,0.02,-0.1,-0.49,0
859,5196,1,0,453,38,0,4,7,999,4,54,93,-42,1,20.33,0.13,17,573,0.29,1,0.01,-0.13,168,0,0.02,1,1,-0.01,56,194,0,0.11,900,8,134,-0.31,388,-0.07,-0.1,-0.66,0
860,5009,1,1,931,58,-2,1,64,999,3,30,94,-40,1,64.14,0.13,19,1718,0.29,1,0.0,-0.56,125,1,0.01,1,0,-0.01,641,243,1,0.11,1434,5,165,0.35,42,0.02,0.24,-0.49,0
861,5076,1,6,910,92,-3,1,20,999,6,25,92,-31,1,72.18,0.43,22,755,0.29,1,0.01,-0.08,87,1,0.02,0,1,-0.01,862,217,1,-0.62,1308,5,81,0.35,69,0.02,0.24,0.93,0
862,5196,1,6,177,36,0,4,37,999,4,42,93,-42,1,1.34,-0.04,2,1264,0.29,2,0.0,-0.13,39,0,0.02,0,0,0.03,715,112,0,0.11,941,5,59,-0.31,201,0.02,-0.1,-0.16,0
863,5099,1,0,731,57,-2,1,28,999,1,36,93,-46,0,3.47,-0.4,29,846,0.29,2,0.01,-0.56,50,0,0.03,0,0,-0.01,526,183,0,0.11,1509,5,255,-0.31,349,0.02,-0.13,-0.21,0
864,5191,1,1,839,33,1,5,15,999,5,45,94,-36,1,11.77,0.2,4,1672,-0.8,6,0.01,-0.56,158,0,0.03,0,0,-0.01,93,13,0,-0.62,998,25,99,-0.31,418,0.02,-0.1,0.21,0
865,5191,1,1,963,54,1,5,58,999,3,38,94,-36,1,34.46,0.2,3,1338,-0.8,2,0.0,-0.56,98,0,0.02,1,0,0.03,504,74,0,-0.62,1869,23,257,-0.31,229,0.02,-0.1,0.07,0
866,5191,1,1,547,88,1,5,59,999,7,38,94,-36,0,26.67,0.13,18,903,-0.8,1,0.0,-0.56,59,0,0.01,1,1,0.06,411,89,0,0.11,781,25,160,-0.31,260,0.02,0.24,0.21,0
867,5228,1,1,999,4,1,5,2,999,9,34,94,-42,1,0.04,-0.22,11,339,-0.8,2,0.0,0.19,37,0,0.02,0,0,-0.01,637,60,1,0.11,1440,8,78,-0.31,483,0.02,-0.1,-0.49,0
868,5099,1,5,568,60,-2,1,44,999,1,44,93,-46,1,86.71,-0.4,15,1453,0.29,3,0.0,-0.56,122,1,0.0,0,1,-0.05,253,49,0,-0.62,1032,26,217,0.35,456,0.02,-0.1,0.21,0
869,5099,0,0,549,99,-2,1,10,999,0,37,93,-46,0,19.97,-0.4,16,1738,0.29,1,0.0,-0.56,127,0,0.01,1,0,-0.01,923,62,0,0.11,1600,22,37,-0.31,416,0.02,0.24,-0.21,0
870,5191,1,5,659,26,1,5,14,999,8,39,94,-36,0,16.57,-0.4,13,403,-0.8,3,0.0,-0.56,79,0,0.02,1,1,-0.01,158,143,1,0.11,877,7,650,-0.31,182,0.02,0.24,-0.49,1
871,5228,1,1,102,3,1,5,11,999,7,57,94,-43,1,31.06,0.2,27,1404,0.29,1,0.0,-0.3,97,0,0.0,1,0,0.06,688,70,0,0.11,1590,31,230,-0.31,9,0.02,-0.1,0.21,0
872,5228,1,1,138,73,1,5,40,999,5,34,94,-43,0,67.93,0.13,3,977,0.29,4,0.01,-0.3,125,0,0.01,0,1,-0.05,30,172,1,-0.62,319,11,64,-0.31,11,0.02,-0.1,0.07,0
873,5228,0,5,392,21,1,5,17,999,4,25,94,-42,1,64.35,0.43,0,488,-0.8,1,0.0,0.19,88,0,0.0,0,1,0.06,989,68,1,0.11,808,14,112,-0.31,134,0.02,-0.1,0.21,0
874,5099,0,5,330,52,-2,1,40,999,3,52,93,-47,1,0.1,-0.04,14,1456,0.29,2,0.01,0.51,99,1,0.02,0,1,0.03,42,203,0,0.11,1247,27,152,0.35,460,0.02,-0.1,0.21,0
875,5099,0,0,802,37,-2,1,33,999,2,23,93,-46,0,63.86,-0.04,28,1428,0.29,1,0.0,-0.56,53,0,0.01,0,0,0.03,870,138,1,0.11,961,8,104,-0.31,297,0.02,0.24,0.07,0
876,5191,1,0,31,32,1,5,14,999,8,57,94,-36,1,4.42,-0.22,21,1007,-0.8,1,0.0,-0.56,107,0,0.0,1,1,-0.01,245,88,1,-0.62,971,5,101,-0.31,483,0.02,-0.1,0.07,0
877,5196,0,0,225,12,0,4,3,999,3,50,93,-42,0,39.78,0.2,10,1104,0.29,1,0.0,-0.13,14,0,0.0,1,1,-0.01,343,216,0,0.11,1215,24,206,-0.31,372,0.02,-0.1,0.21,0
878,5228,1,5,395,64,1,5,55,999,10,46,94,-42,0,49.08,0.13,27,1070,-0.8,1,0.0,0.19,75,0,0.03,0,1,0.06,459,54,1,0.11,1221,33,63,-0.31,302,-0.07,-0.1,0.07,0
879,5191,1,5,886,26,1,5,6,999,1,43,94,-36,0,15.91,-0.22,11,1324,-0.8,3,0.0,-0.56,117,0,0.02,0,0,-0.05,553,72,1,-0.62,1139,5,339,-0.31,221,0.02,0.24,-0.49,0
880,5196,1,5,462,85,0,4,5,999,3,38,93,-42,1,2.84,0.2,18,1516,0.29,2,0.0,-0.13,103,1,0.0,1,1,0.06,255,214,0,0.11,1475,14,136,0.35,251,0.02,-0.13,-0.16,0
881,5191,1,1,917,60,1,5,59,999,5,53,94,-36,0,48.04,-0.37,4,1120,-0.8,2,0.01,-0.56,172,0,0.02,1,0,0.06,131,172,0,0.11,1797,1,148,-0.31,455,-0.07,0.24,0.21,0
882,5196,1,1,244,47,0,4,23,999,5,35,93,-42,0,21.55,0.2,23,1038,0.29,1,0.0,-0.13,62,0,0.01,0,1,0.03,712,208,1,0.11,1429,9,221,-0.31,295,0.02,0.39,-0.26,0
883,5228,1,6,410,22,1,5,35,999,1,28,94,-43,0,32.49,-0.04,15,942,0.29,1,0.0,-0.3,168,0,0.03,0,0,-0.01,688,200,0,0.11,878,23,289,-0.31,70,0.02,-0.1,-0.21,0
884,5191,0,0,276,20,1,5,23,999,7,25,94,-36,0,10.13,-0.4,24,1700,-0.8,1,0.01,-0.56,70,0,0.02,0,1,-0.05,814,172,1,0.11,748,30,155,-0.31,115,0.02,0.24,-0.49,0
885,5191,1,0,999,20,1,5,37,999,7,56,94,-36,0,59.32,-0.04,6,531,-0.8,5,0.0,-0.56,124,0,0.01,1,1,0.03,634,249,0,-0.62,532,5,311,-0.31,209,0.02,-0.13,-0.21,0
886,5228,0,6,640,91,1,5,40,999,7,56,94,-43,1,10.03,0.2,1,1305,0.29,19,0.0,-0.3,115,0,0.02,1,1,0.06,849,72,0,-0.62,1606,24,17,-0.31,496,0.02,-0.1,0.07,0
887,5228,0,5,164,41,1,5,41,999,10,33,94,-42,0,15.23,-0.04,12,1511,-0.8,5,0.01,0.19,124,0,0.02,1,1,0.03,288,132,0,0.11,561,15,326,-0.31,143,0.02,0.24,-0.21,0
888,5228,1,0,756,65,1,5,70,999,2,31,93,-36,0,36.21,0.13,3,535,0.29,1,0.01,-0.08,141,0,0.02,0,1,-0.01,358,74,1,-0.62,436,5,213,-0.31,24,-0.07,0.24,-0.03,0
889,4992,0,0,420,37,-2,1,66,999,3,48,94,-38,0,0.45,0.2,21,655,0.29,1,0.0,-0.08,74,0,0.03,0,1,0.03,473,11,0,0.11,994,20,544,-0.31,306,0.02,-0.13,0.21,1
890,5228,1,6,632,3,1,5,49,999,1,45,94,-42,1,58.84,0.2,4,490,-0.8,1,0.01,0.19,100,0,0.0,1,0,0.06,157,217,1,0.11,854,10,173,-0.31,206,-0.07,-0.13,-0.26,0
891,5018,1,6,295,42,-3,1,5,999,9,24,92,-27,0,47.16,-0.4,26,489,0.29,1,0.01,1.54,113,0,0.03,1,1,-0.01,285,239,1,0.11,1222,6,160,-0.31,323,0.02,-0.1,-0.49,0
892,5099,0,1,928,47,-2,1,5,999,1,33,93,-46,1,29.35,-0.4,24,713,0.29,1,0.01,-0.56,121,0,0.02,1,1,-0.01,409,63,1,0.11,1092,27,341,-0.31,69,-0.07,-0.1,-0.49,0
893,5099,1,0,789,98,-2,1,26,999,3,38,93,-47,1,28.48,-0.04,29,1243,-0.8,4,0.0,0.51,116,0,0.03,0,0,0.06,951,240,1,-0.62,1635,27,121,-0.31,14,0.02,-0.1,0.21,0
894,5228,1,1,265,3,1,5,15,999,2,48,93,-36,0,29.62,-0.22,15,1531,0.29,1,0.0,-0.08,102,0,0.02,0,0,0.06,594,42,1,-0.62,699,6,148,-0.31,272,-0.07,-0.1,-0.03,0
895,5099,0,1,812,62,-2,1,26,999,9,28,93,-46,0,63.21,-0.4,20,1654,0.29,5,0.0,-0.56,47,0,0.02,1,0,-0.01,104,236,1,-0.62,266,12,22,-0.31,78,0.02,-0.1,-0.66,0
896,5191,0,6,39,22,1,5,14,999,3,50,94,-36,0,23.75,-0.22,8,557,-0.8,3,-0.18,-0.56,119,0,0.03,0,1,-0.05,648,72,0,-0.62,1500,20,153,-0.31,71,-0.18,-0.1,-0.26,0
897,5228,0,0,551,100,1,5,6,999,9,29,94,-42,0,44.61,0.2,5,569,-0.8,3,0.01,0.19,118,0,0.0,0,0,-0.05,129,84,1,0.11,989,27,281,-0.31,229,-0.07,-0.1,0.21,0
898,5191,1,5,674,44,1,5,16,999,3,38,94,-36,0,0.34,-0.37,30,968,-0.8,3,0.0,-0.56,19,0,0.01,1,0,0.06,318,164,0,0.11,608,15,177,-0.31,211,0.02,-0.1,-0.49,0
899,4992,0,6,902,23,-2,1,51,999,2,18,94,-38,0,0.01,0.43,1,1191,-0.8,1,0.01,-0.08,122,0,0.02,0,0,-0.05,378,247,1,0.11,1919,6,297,-0.31,328,-0.07,0.24,0.93,0
900,5099,1,6,716,85,-2,1,7,999,8,31,93,-46,1,65.89,-0.4,6,1465,-0.8,1,0.01,-0.56,116,0,0.02,0,1,-0.05,928,133,0,0.11,734,14,43,-0.31,3,0.02,-0.1,0.56,0
901,5228,1,1,914,67,1,5,32,999,7,34,94,-43,1,21.17,-0.4,29,269,0.29,5,0.01,-0.3,135,0,0.02,0,1,-0.05,986,197,1,0.11,767,27,487,-0.31,485,0.02,-0.1,-0.49,0
902,5228,0,0,102,69,1,5,15,999,0,38,94,-42,0,5.32,0.2,27,979,-0.8,9,0.01,0.19,174,0,0.01,0,1,-0.01,966,39,0,0.11,1759,2,43,-0.31,1,0.02,-0.1,0.21,0
903,5099,1,6,275,85,-2,1,8,12,6,57,93,-46,1,16.01,-0.04,21,950,-0.8,5,0.01,-0.56,114,1,0.02,1,1,0.06,651,241,1,0.11,469,29,26,2.69,345,0.02,0.24,0.21,0
904,5191,1,6,115,72,1,5,2,999,1,35,94,-36,0,1.97,0.43,30,1113,-0.8,1,0.01,-0.56,92,0,0.0,0,0,-0.05,144,207,0,0.11,633,3,432,-0.31,124,-0.07,-0.13,0.07,0
905,4992,1,6,40,70,-2,1,9,999,7,77,94,-38,1,55.66,0.13,10,1214,0.29,1,0.0,-0.08,43,0,0.01,0,0,0.06,453,23,1,0.11,1054,24,258,-0.31,373,0.02,-0.13,0.9,0
906,5228,0,0,880,76,1,5,1,999,0,29,94,-43,0,37.63,-0.4,28,424,0.29,1,0.01,-0.3,78,0,0.01,1,1,-0.01,746,164,0,-0.62,1567,22,532,-0.31,75,-0.07,0.24,-0.49,0
907,5228,1,1,33,55,1,5,33,999,7,46,94,-43,0,57.71,0.2,4,1390,0.29,2,0.0,-0.3,42,0,0.01,0,1,-0.01,105,44,0,0.11,860,22,153,-0.31,82,-0.07,-0.1,-0.16,0
908,4992,1,0,76,34,-2,1,59,999,3,21,94,-40,1,53.02,-0.04,21,630,0.29,2,0.01,0.19,123,0,0.0,0,1,-0.05,571,7,0,0.11,999,9,286,-0.31,242,-0.07,0.24,0.93,1
909,5076,0,5,276,9,-3,1,61,999,8,43,92,-31,1,60.57,0.2,17,1535,0.29,1,0.0,-0.08,77,0,0.02,1,1,0.06,486,34,1,0.11,714,33,75,-0.31,192,0.02,-0.1,-0.16,0
910,5228,1,0,951,69,1,5,13,999,4,43,94,-43,0,58.13,-0.4,27,509,0.29,2,0.0,-0.3,120,0,0.02,0,1,0.03,379,66,1,-0.62,1123,33,294,-0.31,67,0.02,-0.1,0.21,0
911,4964,1,5,188,38,-1,1,7,12,8,31,95,-50,0,14.97,0.2,11,569,0.29,2,0.0,1.54,106,3,0.0,1,0,-0.01,900,121,1,0.11,712,5,146,0.35,135,0.02,-0.1,0.07,0
912,5228,0,1,191,80,1,5,33,999,4,39,94,-42,0,20.12,0.43,2,485,-0.8,1,0.01,0.19,96,0,0.03,1,0,-0.01,476,76,0,0.11,554,5,367,-0.31,121,0.02,0.24,0.93,0
